method,task,regime,split,success,success_ci95,contact_mode_f1,contact_mode_f1_ci95,boundary_error,boundary_error_ci95,unsafe_impulse,unsafe_impulse_ci95,jam_rate,jam_rate_ci95,slip_overshoot,slip_overshoot_ci95,intervention_cost,intervention_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
ensemble_disagreement_planner,tool_levering,release_snap,seen_shift,0.4762,0.0364,0.4319,0.0085,0.3133,0.0049,0.0871,0.0025,0.0905,0.004,0.0549,0.0039,0.2422,0.0,0.4284,0.0053,7
ensemble_disagreement_planner,tool_levering,release_snap,unseen_geometry,0.4779,0.0379,0.426,0.0073,0.3304,0.0037,0.1043,0.0009,0.0918,0.0044,0.06,0.0054,0.2486,0.0,0.4227,0.0051,7
ensemble_disagreement_planner,tool_levering,release_snap,unseen_friction,0.4609,0.0352,0.421,0.0044,0.3228,0.0043,0.0914,0.0025,0.0963,0.0032,0.0919,0.0028,0.2522,0.0,0.4133,0.0041,7
ensemble_disagreement_planner,tool_levering,release_snap,combined_stress,0.4014,0.0189,0.412,0.0092,0.3414,0.0037,0.112,0.0033,0.1119,0.005,0.091,0.0038,0.263,0.0,0.4077,0.0034,7
ensemble_disagreement_planner,tool_levering,combined_contact_shock,nominal,0.5238,0.0364,0.447,0.0067,0.3091,0.0024,0.0738,0.0039,0.0875,0.0034,0.0486,0.0035,0.2309,0.0,0.4412,0.003,7
ensemble_disagreement_planner,tool_levering,combined_contact_shock,seen_shift,0.4507,0.0661,0.4398,0.0022,0.3248,0.0046,0.093,0.0035,0.1058,0.0037,0.068,0.0035,0.2439,0.0,0.4275,0.0035,7
ensemble_disagreement_planner,tool_levering,combined_contact_shock,unseen_geometry,0.4286,0.0288,0.4235,0.0063,0.3443,0.0039,0.1086,0.0024,0.1245,0.0042,0.0702,0.004,0.2505,0.0,0.4224,0.0057,7
ensemble_disagreement_planner,tool_levering,combined_contact_shock,unseen_friction,0.4235,0.0309,0.4267,0.0083,0.3515,0.006,0.1001,0.0028,0.1201,0.0037,0.1033,0.0033,0.2542,0.0,0.4159,0.0062,7
ensemble_disagreement_planner,tool_levering,combined_contact_shock,combined_stress,0.3861,0.0469,0.4016,0.0062,0.3625,0.0037,0.1228,0.0039,0.1435,0.0043,0.1055,0.005,0.2653,0.0,0.4066,0.0046,7
ensemble_disagreement_planner,mobile_pushing,nominal_contact,nominal,0.5884,0.0391,0.4452,0.0042,0.2555,0.0035,0.0361,0.0031,0.0562,0.0051,0.0332,0.004,0.2205,0.0,0.4382,0.0037,7
ensemble_disagreement_planner,mobile_pushing,nominal_contact,seen_shift,0.5561,0.0174,0.4232,0.0077,0.256,0.0041,0.0381,0.0039,0.0638,0.0019,0.0476,0.0039,0.2308,0.0,0.4251,0.0064,7
ensemble_disagreement_planner,mobile_pushing,nominal_contact,unseen_geometry,0.5459,0.05,0.4264,0.0044,0.2662,0.0031,0.0414,0.0031,0.0717,0.0039,0.0527,0.0054,0.236,0.0,0.4201,0.0067,7
ensemble_disagreement_planner,mobile_pushing,nominal_contact,unseen_friction,0.5034,0.0287,0.4253,0.0075,0.2663,0.0046,0.0417,0.002,0.0765,0.0047,0.0818,0.0065,0.239,0.0,0.414,0.0043,7
ensemble_disagreement_planner,mobile_pushing,nominal_contact,combined_stress,0.449,0.0321,0.4104,0.0079,0.27,0.0057,0.0407,0.0013,0.0831,0.0051,0.0795,0.0043,0.2479,0.0,0.4081,0.0038,7
ensemble_disagreement_planner,mobile_pushing,impact_onset,nominal,0.5578,0.0379,0.4415,0.0061,0.2865,0.0041,0.0664,0.0033,0.0658,0.0032,0.0402,0.0041,0.229,0.0,0.4336,0.0063,7
ensemble_disagreement_planner,mobile_pushing,impact_onset,seen_shift,0.5187,0.0374,0.4324,0.0037,0.2991,0.0036,0.0774,0.002,0.0801,0.0019,0.0504,0.0046,0.2415,0.0,0.4305,0.0096,7
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_geometry,0.5085,0.0337,0.4262,0.008,0.3106,0.0046,0.0895,0.0019,0.0915,0.0051,0.0531,0.0034,0.2478,0.0,0.4188,0.0065,7
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_friction,0.4915,0.0359,0.4273,0.0091,0.3092,0.0051,0.0863,0.003,0.0959,0.0053,0.0814,0.0053,0.2514,0.0,0.4166,0.0077,7
ensemble_disagreement_planner,mobile_pushing,impact_onset,combined_stress,0.4422,0.0129,0.4087,0.0049,0.3203,0.0041,0.1,0.005,0.1157,0.004,0.0859,0.0029,0.2621,0.0,0.411,0.006,7
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,nominal,0.5408,0.0349,0.4432,0.0102,0.2872,0.0037,0.0531,0.0023,0.0628,0.0029,0.0702,0.0033,0.2282,0.0,0.4341,0.0103,7
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,seen_shift,0.5085,0.0304,0.4348,0.0031,0.298,0.0045,0.0569,0.0028,0.0793,0.0028,0.0872,0.0038,0.2405,0.0,0.4225,0.0039,7
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_geometry,0.5119,0.0345,0.4289,0.0064,0.3095,0.0041,0.0642,0.0028,0.086,0.0038,0.0903,0.0037,0.2467,0.0,0.4192,0.0072,7
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_friction,0.5,0.0222,0.4261,0.0055,0.3297,0.0065,0.0626,0.0018,0.086,0.0046,0.1367,0.0038,0.2502,0.0,0.419,0.005,7
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,combined_stress,0.4337,0.0278,0.4105,0.0055,0.3301,0.0037,0.0726,0.0031,0.1014,0.003,0.1371,0.005,0.2607,0.0,0.4078,0.0064,7
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,nominal,0.5867,0.0373,0.4485,0.0091,0.2655,0.0058,0.0508,0.0036,0.0592,0.0026,0.0463,0.0041,0.2265,0.0,0.4398,0.0055,7
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,seen_shift,0.5391,0.0514,0.4353,0.0048,0.2843,0.0033,0.0564,0.0034,0.0701,0.0026,0.0597,0.0017,0.2384,0.0,0.4231,0.0081,7
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_geometry,0.5051,0.0292,0.4274,0.0035,0.2881,0.0042,0.0662,0.0022,0.0845,0.0038,0.0654,0.0032,0.2444,0.0,0.4269,0.0073,7
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_friction,0.5255,0.0554,0.4225,0.0052,0.2907,0.0045,0.0616,0.0037,0.0805,0.0026,0.0963,0.0045,0.2478,0.0,0.4121,0.0039,7
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,combined_stress,0.4592,0.0283,0.4046,0.0045,0.2968,0.004,0.073,0.0031,0.0918,0.004,0.0948,0.0019,0.258,0.0,0.4089,0.0074,7
ensemble_disagreement_planner,mobile_pushing,contact_jamming,nominal,0.534,0.0386,0.4472,0.0099,0.2738,0.0039,0.056,0.0039,0.0757,0.0051,0.0468,0.0038,0.2298,0.0,0.4372,0.0032,7
ensemble_disagreement_planner,mobile_pushing,contact_jamming,seen_shift,0.5,0.0314,0.4299,0.0098,0.2853,0.0038,0.066,0.0013,0.0933,0.0035,0.0617,0.0032,0.2426,0.0,0.4263,0.0063,7
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_geometry,0.4575,0.0337,0.4237,0.0112,0.2947,0.0042,0.073,0.003,0.1067,0.0031,0.0639,0.0042,0.2489,0.0,0.4181,0.0051,7
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_friction,0.4677,0.034,0.4253,0.0043,0.3013,0.0045,0.074,0.0031,0.1075,0.0025,0.0981,0.005,0.2526,0.0,0.4183,0.0051,7
ensemble_disagreement_planner,mobile_pushing,contact_jamming,combined_stress,0.4541,0.0164,0.4115,0.0116,0.3113,0.0019,0.083,0.0033,0.1188,0.0033,0.1008,0.006,0.2635,0.0,0.4046,0.0052,7
ensemble_disagreement_planner,mobile_pushing,release_snap,nominal,0.5799,0.0248,0.442,0.01,0.286,0.0059,0.0642,0.0022,0.0654,0.0037,0.0531,0.0062,0.2296,0.0,0.4389,0.0076,7
ensemble_disagreement_planner,mobile_pushing,release_snap,seen_shift,0.517,0.0469,0.4326,0.006,0.2989,0.0034,0.0724,0.0039,0.0763,0.0025,0.063,0.0048,0.2422,0.0,0.4235,0.0049,7
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_geometry,0.4864,0.02,0.4267,0.0039,0.3122,0.0035,0.0899,0.0035,0.0863,0.0033,0.0632,0.0044,0.2486,0.0,0.4205,0.0055,7
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_friction,0.4218,0.0133,0.421,0.0078,0.3145,0.0031,0.0821,0.0027,0.0909,0.004,0.0985,0.0046,0.2522,0.0,0.4141,0.0028,7
ensemble_disagreement_planner,mobile_pushing,release_snap,combined_stress,0.4541,0.0528,0.4119,0.009,0.3301,0.005,0.0946,0.0024,0.1018,0.0062,0.1015,0.0047,0.263,0.0,0.4111,0.0038,7
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,nominal,0.5527,0.0443,0.4433,0.0085,0.3029,0.0028,0.0634,0.0021,0.0818,0.0048,0.0649,0.0026,0.2309,0.0,0.4368,0.0069,7
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,seen_shift,0.4609,0.0278,0.4309,0.0145,0.3205,0.006,0.0772,0.0019,0.0986,0.0032,0.0845,0.0031,0.2439,0.0,0.4247,0.0072,7
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_geometry,0.449,0.0582,0.4287,0.0054,0.3331,0.0063,0.0917,0.0028,0.112,0.005,0.0862,0.0019,0.2505,0.0,0.4233,0.006,7
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_friction,0.4507,0.052,0.4215,0.0034,0.3418,0.0037,0.0851,0.0034,0.109,0.0023,0.1289,0.0016,0.2542,0.0,0.4153,0.0071,7
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,combined_stress,0.369,0.0374,0.4051,0.0093,0.3571,0.0037,0.1043,0.0033,0.1292,0.0025,0.1329,0.0033,0.2653,0.0,0.4062,0.0041,7
conformal_risk_filter,peg_insertion,nominal_contact,nominal,0.5816,0.0267,0.4278,0.0057,0.2596,0.0028,0.0368,0.0019,0.0586,0.0036,0.0335,0.0041,0.2503,0.0,0.4158,0.0087,7
conformal_risk_filter,peg_insertion,nominal_contact,seen_shift,0.5442,0.0477,0.4218,0.0108,0.2619,0.005,0.0378,0.0028,0.0742,0.0052,0.0429,0.005,0.2607,0.0,0.4108,0.0066,7
conformal_risk_filter,peg_insertion,nominal_contact,unseen_geometry,0.5068,0.0349,0.4056,0.007,0.2676,0.0041,0.0374,0.0029,0.0828,0.0058,0.0477,0.0039,0.2658,0.0,0.3991,0.0051,7
conformal_risk_filter,peg_insertion,nominal_contact,unseen_friction,0.5119,0.0411,0.4058,0.0039,0.2698,0.0056,0.0367,0.0035,0.082,0.0043,0.0743,0.0043,0.2688,0.0,0.3965,0.0045,7
conformal_risk_filter,peg_insertion,nominal_contact,combined_stress,0.5068,0.0397,0.3883,0.0071,0.2852,0.003,0.0437,0.0022,0.0966,0.0055,0.073,0.0013,0.2777,0.0,0.3947,0.006,7
conformal_risk_filter,peg_insertion,impact_onset,nominal,0.5136,0.0224,0.4269,0.0059,0.3047,0.0031,0.0616,0.0018,0.0818,0.0043,0.0369,0.0039,0.2588,0.0,0.4226,0.0045,7
conformal_risk_filter,peg_insertion,impact_onset,seen_shift,0.4626,0.0631,0.4132,0.0073,0.3223,0.0041,0.0721,0.001,0.0968,0.0013,0.0437,0.0044,0.2714,0.0,0.4025,0.0073,7
conformal_risk_filter,peg_insertion,impact_onset,unseen_geometry,0.4694,0.0475,0.4126,0.0056,0.3382,0.006,0.0852,0.0015,0.1116,0.0026,0.0556,0.0036,0.2776,0.0,0.4011,0.0079,7
conformal_risk_filter,peg_insertion,impact_onset,unseen_friction,0.5017,0.0396,0.4149,0.0114,0.3287,0.0042,0.0816,0.0028,0.1123,0.0045,0.0755,0.0035,0.2812,0.0,0.4008,0.0063,7
conformal_risk_filter,peg_insertion,impact_onset,combined_stress,0.4116,0.0491,0.3931,0.0119,0.3528,0.0042,0.0931,0.0032,0.1306,0.0041,0.078,0.0042,0.2919,0.0,0.3899,0.0072,7
conformal_risk_filter,peg_insertion,stick_slip_transition,nominal,0.5612,0.0303,0.4317,0.0049,0.2917,0.0044,0.0466,0.0028,0.0769,0.003,0.0507,0.0037,0.258,0.0,0.4134,0.0061,7
conformal_risk_filter,peg_insertion,stick_slip_transition,seen_shift,0.483,0.0367,0.4159,0.0087,0.3076,0.0038,0.0523,0.0034,0.0954,0.0028,0.0658,0.0044,0.2703,0.0,0.4073,0.0041,7
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_geometry,0.5187,0.041,0.412,0.0028,0.3134,0.0031,0.0609,0.0018,0.1067,0.003,0.07,0.0041,0.2765,0.0,0.4033,0.0072,7
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_friction,0.4541,0.0328,0.4056,0.0082,0.3167,0.0025,0.0572,0.0034,0.1056,0.0032,0.106,0.004,0.28,0.0,0.3957,0.0086,7
conformal_risk_filter,peg_insertion,stick_slip_transition,combined_stress,0.4065,0.0267,0.3911,0.0069,0.3281,0.0026,0.0664,0.003,0.1223,0.0031,0.1062,0.003,0.2906,0.0,0.3877,0.0067,7
conformal_risk_filter,peg_insertion,unilateral_lift_off,nominal,0.5561,0.0387,0.427,0.0036,0.2769,0.0029,0.0488,0.0027,0.0687,0.0039,0.0341,0.0058,0.2563,0.0,0.4207,0.0041,7
conformal_risk_filter,peg_insertion,unilateral_lift_off,seen_shift,0.5323,0.0403,0.4072,0.0074,0.2913,0.0059,0.0548,0.003,0.0843,0.0056,0.0503,0.005,0.2683,0.0,0.4086,0.005,7
conformal_risk_filter,peg_insertion,unilateral_lift_off,unseen_geometry,0.5068,0.0301,0.405,0.0072,0.3031,0.0037,0.0621,0.0025,0.0961,0.0038,0.0559,0.0056,0.2742,0.0,0.4017,0.0052,7
conformal_risk_filter,peg_insertion,unilateral_lift_off,unseen_friction,0.4456,0.0233,0.405,0.0053,0.3007,0.0027,0.0581,0.0032,0.0969,0.0034,0.083,0.0015,0.2776,0.0,0.4011,0.0047,7
conformal_risk_filter,peg_insertion,unilateral_lift_off,combined_stress,0.4626,0.0442,0.3952,0.0065,0.3178,0.0048,0.0614,0.0027,0.1084,0.0031,0.0806,0.0053,0.2878,0.0,0.3927,0.0052,7
conformal_risk_filter,peg_insertion,contact_jamming,nominal,0.5272,0.0329,0.4305,0.0032,0.2871,0.0022,0.0517,0.0021,0.1009,0.0025,0.0403,0.002,0.2596,0.0,0.4199,0.0049,7
conformal_risk_filter,peg_insertion,contact_jamming,seen_shift,0.5,0.0529,0.4148,0.0063,0.3,0.0048,0.0621,0.003,0.1247,0.0027,0.0517,0.0027,0.2724,0.0,0.407,0.002,7
conformal_risk_filter,peg_insertion,contact_jamming,unseen_geometry,0.3861,0.0555,0.4036,0.0022,0.3127,0.0048,0.0649,0.0031,0.1488,0.0044,0.0609,0.0019,0.2788,0.0,0.3995,0.0077,7
conformal_risk_filter,peg_insertion,contact_jamming,unseen_friction,0.4303,0.023,0.4105,0.0083,0.3116,0.0057,0.0645,0.0044,0.1367,0.0033,0.0859,0.0068,0.2824,0.0,0.3943,0.0055,7
conformal_risk_filter,peg_insertion,contact_jamming,combined_stress,0.3588,0.0421,0.3978,0.0062,0.3224,0.0038,0.0733,0.0024,0.1657,0.0023,0.0867,0.0012,0.2933,0.0,0.3884,0.0066,7
conformal_risk_filter,peg_insertion,release_snap,nominal,0.5391,0.0329,0.4304,0.0061,0.2992,0.0049,0.0591,0.003,0.072,0.0022,0.0378,0.0041,0.2594,0.0,0.4219,0.0072,7
conformal_risk_filter,peg_insertion,release_snap,seen_shift,0.4626,0.0465,0.4121,0.0078,0.3163,0.0049,0.0689,0.0023,0.0917,0.0035,0.0526,0.0027,0.272,0.0,0.4096,0.006,7
conformal_risk_filter,peg_insertion,release_snap,unseen_geometry,0.449,0.0543,0.4025,0.007,0.3335,0.0059,0.0792,0.0029,0.1081,0.004,0.055,0.0046,0.2784,0.0,0.4033,0.004,7
conformal_risk_filter,peg_insertion,release_snap,unseen_friction,0.4592,0.0274,0.4073,0.0042,0.3291,0.0051,0.0773,0.0026,0.1051,0.0016,0.0855,0.0025,0.282,0.0,0.3977,0.0043,7
conformal_risk_filter,peg_insertion,release_snap,combined_stress,0.4286,0.0619,0.3987,0.0061,0.3452,0.0036,0.0862,0.0032,0.1204,0.0046,0.0923,0.0031,0.2929,0.0,0.3847,0.0052,7
conformal_risk_filter,peg_insertion,combined_contact_shock,nominal,0.4983,0.0236,0.4308,0.0094,0.3126,0.0046,0.0617,0.0019,0.1028,0.0024,0.0504,0.0021,0.2607,0.0,0.4242,0.0059,7
conformal_risk_filter,peg_insertion,combined_contact_shock,seen_shift,0.4864,0.043,0.4111,0.0064,0.3357,0.0045,0.0739,0.0037,0.1298,0.0033,0.0652,0.0033,0.2738,0.0,0.4046,0.0045,7
conformal_risk_filter,peg_insertion,combined_contact_shock,unseen_geometry,0.4303,0.0281,0.4041,0.009,0.3534,0.0026,0.0887,0.0029,0.1514,0.0052,0.0681,0.0029,0.2803,0.0,0.406,0.0059,7
conformal_risk_filter,peg_insertion,combined_contact_shock,unseen_friction,0.4184,0.0418,0.3958,0.0071,0.3483,0.0025,0.0796,0.0041,0.1402,0.0024,0.1042,0.0035,0.284,0.0,0.4019,0.0045,7
conformal_risk_filter,peg_insertion,combined_contact_shock,combined_stress,0.3707,0.0476,0.3877,0.0044,0.3722,0.0027,0.0915,0.0031,0.1688,0.0035,0.1056,0.0027,0.2952,0.0,0.3875,0.0082,7
conformal_risk_filter,drawer_opening,nominal_contact,nominal,0.5765,0.0477,0.4313,0.0087,0.2559,0.0043,0.0333,0.0016,0.0558,0.0027,0.0342,0.0028,0.2503,0.0,0.4189,0.0066,7
conformal_risk_filter,drawer_opening,nominal_contact,seen_shift,0.4898,0.0622,0.4158,0.0088,0.258,0.0041,0.0387,0.0027,0.0687,0.0037,0.0506,0.0031,0.2607,0.0,0.4067,0.0056,7
conformal_risk_filter,drawer_opening,nominal_contact,unseen_geometry,0.5306,0.0337,0.4156,0.0113,0.2631,0.0035,0.0377,0.0018,0.0773,0.004,0.0507,0.0042,0.2658,0.0,0.4033,0.0053,7
conformal_risk_filter,drawer_opening,nominal_contact,unseen_friction,0.5561,0.0287,0.4067,0.0047,0.2659,0.0039,0.0367,0.0027,0.0768,0.0045,0.0742,0.005,0.2688,0.0,0.3993,0.0025,7
conformal_risk_filter,drawer_opening,nominal_contact,combined_stress,0.4592,0.0349,0.395,0.0069,0.2729,0.002,0.0404,0.002,0.0886,0.0027,0.076,0.0036,0.2777,0.0,0.3868,0.0063,7
conformal_risk_filter,drawer_opening,impact_onset,nominal,0.5646,0.0296,0.4201,0.0072,0.2874,0.0036,0.0515,0.0021,0.0731,0.0015,0.0368,0.0035,0.2588,0.0,0.4171,0.0042,7
conformal_risk_filter,drawer_opening,impact_onset,seen_shift,0.5221,0.0236,0.4135,0.0085,0.2953,0.0028,0.0627,0.0048,0.0937,0.0026,0.0442,0.0035,0.2714,0.0,0.4119,0.0039,7
conformal_risk_filter,drawer_opening,impact_onset,unseen_geometry,0.4983,0.0379,0.4037,0.0055,0.3136,0.0041,0.0741,0.003,0.102,0.0038,0.0532,0.003,0.2776,0.0,0.4004,0.0046,7
conformal_risk_filter,drawer_opening,impact_onset,unseen_friction,0.5289,0.0305,0.4074,0.0082,0.312,0.0045,0.0696,0.0027,0.1029,0.0047,0.0803,0.0036,0.2812,0.0,0.3994,0.0056,7
conformal_risk_filter,drawer_opening,impact_onset,combined_stress,0.4388,0.0412,0.3934,0.0066,0.3232,0.0046,0.0803,0.0029,0.1213,0.002,0.0794,0.0054,0.2919,0.0,0.3907,0.0053,7
conformal_risk_filter,drawer_opening,stick_slip_transition,nominal,0.5731,0.0252,0.422,0.0031,0.2815,0.0052,0.0436,0.0033,0.0706,0.0036,0.0635,0.0035,0.258,0.0,0.4177,0.0058,7
conformal_risk_filter,drawer_opening,stick_slip_transition,seen_shift,0.517,0.04,0.4194,0.008,0.2969,0.007,0.0481,0.0038,0.0839,0.0061,0.0768,0.003,0.2703,0.0,0.4085,0.005,7
conformal_risk_filter,drawer_opening,stick_slip_transition,unseen_geometry,0.4762,0.0432,0.4133,0.0049,0.3046,0.0074,0.0546,0.0033,0.097,0.006,0.0794,0.0039,0.2765,0.0,0.4008,0.005,7
conformal_risk_filter,drawer_opening,stick_slip_transition,unseen_friction,0.4371,0.034,0.4085,0.0082,0.3203,0.0056,0.0543,0.0039,0.0956,0.0034,0.12,0.0035,0.28,0.0,0.4015,0.0062,7
conformal_risk_filter,drawer_opening,stick_slip_transition,combined_stress,0.4694,0.0278,0.3918,0.011,0.3242,0.0054,0.0611,0.0023,0.1122,0.0032,0.1228,0.0022,0.2906,0.0,0.3915,0.0077,7
conformal_risk_filter,drawer_opening,unilateral_lift_off,nominal,0.5697,0.068,0.4334,0.0099,0.2707,0.0065,0.0416,0.0021,0.0616,0.0024,0.0412,0.0034,0.2563,0.0,0.418,0.0048,7
conformal_risk_filter,drawer_opening,unilateral_lift_off,seen_shift,0.5153,0.0582,0.4115,0.0082,0.2766,0.0062,0.0494,0.0014,0.0764,0.0021,0.0537,0.0039,0.2683,0.0,0.405,0.0068,7
conformal_risk_filter,drawer_opening,unilateral_lift_off,unseen_geometry,0.4966,0.0477,0.4133,0.0096,0.2895,0.0033,0.0557,0.0025,0.0809,0.0019,0.0574,0.0033,0.2742,0.0,0.4047,0.0061,7
conformal_risk_filter,drawer_opening,unilateral_lift_off,unseen_friction,0.4779,0.0542,0.408,0.0074,0.2939,0.0037,0.0544,0.0039,0.0877,0.0047,0.0856,0.0022,0.2776,0.0,0.3972,0.005,7
conformal_risk_filter,drawer_opening,unilateral_lift_off,combined_stress,0.4235,0.0301,0.39,0.008,0.3034,0.0049,0.059,0.0036,0.1026,0.0047,0.0899,0.0029,0.2878,0.0,0.3845,0.0055,7
conformal_risk_filter,drawer_opening,contact_jamming,nominal,0.5306,0.0227,0.4288,0.005,0.2753,0.0057,0.0459,0.0022,0.0865,0.0021,0.0411,0.002,0.2596,0.0,0.4186,0.0049,7
conformal_risk_filter,drawer_opening,contact_jamming,seen_shift,0.5017,0.0376,0.4186,0.011,0.2822,0.003,0.0561,0.0033,0.1113,0.0035,0.0596,0.0046,0.2724,0.0,0.4041,0.0064,7
conformal_risk_filter,drawer_opening,contact_jamming,unseen_geometry,0.4796,0.0287,0.4133,0.0092,0.293,0.0033,0.0611,0.0046,0.1327,0.0021,0.0568,0.004,0.2788,0.0,0.3978,0.0066,7
conformal_risk_filter,drawer_opening,contact_jamming,unseen_friction,0.4626,0.0382,0.4048,0.0058,0.3033,0.004,0.0609,0.0039,0.1255,0.0053,0.0866,0.004,0.2824,0.0,0.4015,0.0057,7
conformal_risk_filter,drawer_opening,contact_jamming,combined_stress,0.4456,0.0571,0.3939,0.0031,0.3071,0.0029,0.0637,0.0022,0.1486,0.0022,0.0951,0.0032,0.2933,0.0,0.391,0.0056,7
conformal_risk_filter,drawer_opening,release_snap,nominal,0.5969,0.0119,0.4318,0.0105,0.2812,0.0035,0.0532,0.0015,0.0683,0.0043,0.0431,0.0067,0.2594,0.0,0.4143,0.0086,7
conformal_risk_filter,drawer_opening,release_snap,seen_shift,0.5255,0.0276,0.4149,0.0074,0.2999,0.0038,0.0622,0.0024,0.0839,0.0029,0.055,0.0049,0.272,0.0,0.4091,0.0029,7
conformal_risk_filter,drawer_opening,release_snap,unseen_geometry,0.4762,0.0378,0.4057,0.0038,0.3099,0.0034,0.067,0.0032,0.0951,0.0039,0.0595,0.0036,0.2784,0.0,0.4005,0.0088,7
conformal_risk_filter,drawer_opening,release_snap,unseen_friction,0.4507,0.0415,0.407,0.0103,0.3135,0.0036,0.0678,0.0039,0.0972,0.0032,0.0942,0.0033,0.282,0.0,0.3999,0.0063,7
conformal_risk_filter,drawer_opening,release_snap,combined_stress,0.4201,0.0253,0.3897,0.0078,0.3265,0.0031,0.0766,0.0024,0.1098,0.0022,0.0915,0.0035,0.2929,0.0,0.3905,0.005,7
conformal_risk_filter,drawer_opening,combined_contact_shock,nominal,0.534,0.0332,0.4348,0.004,0.3004,0.0043,0.0545,0.0025,0.0905,0.0034,0.0538,0.0053,0.2607,0.0,0.415,0.0071,7
conformal_risk_filter,drawer_opening,combined_contact_shock,seen_shift,0.4796,0.046,0.4191,0.0063,0.3154,0.0037,0.067,0.0017,0.1129,0.0044,0.0727,0.0051,0.2738,0.0,0.4128,0.0072,7
conformal_risk_filter,drawer_opening,combined_contact_shock,unseen_geometry,0.4405,0.0486,0.4085,0.009,0.3271,0.0019,0.0727,0.0036,0.1333,0.0027,0.0783,0.0027,0.2803,0.0,0.3988,0.0091,7
conformal_risk_filter,drawer_opening,combined_contact_shock,unseen_friction,0.4371,0.0337,0.4108,0.0118,0.3367,0.0055,0.0726,0.0016,0.1238,0.0041,0.1104,0.0046,0.284,0.0,0.3984,0.0078,7
conformal_risk_filter,drawer_opening,combined_contact_shock,combined_stress,0.3963,0.0282,0.3936,0.005,0.3473,0.0058,0.0808,0.0028,0.1452,0.0026,0.1178,0.0046,0.2952,0.0,0.385,0.006,7
conformal_risk_filter,cable_routing,nominal_contact,nominal,0.5935,0.0241,0.4284,0.0055,0.2585,0.0033,0.032,0.0022,0.0585,0.0034,0.0336,0.0049,0.2503,0.0,0.4215,0.0067,7
conformal_risk_filter,cable_routing,nominal_contact,seen_shift,0.551,0.0545,0.4165,0.0056,0.2638,0.0017,0.0348,0.0034,0.0703,0.0036,0.0497,0.0035,0.2607,0.0,0.4054,0.0087,7
conformal_risk_filter,cable_routing,nominal_contact,unseen_geometry,0.5442,0.0159,0.4046,0.0078,0.2667,0.0072,0.0389,0.0024,0.0826,0.0035,0.0525,0.0031,0.2658,0.0,0.4028,0.0106,7
conformal_risk_filter,cable_routing,nominal_contact,unseen_friction,0.5187,0.0472,0.4048,0.0055,0.2744,0.0032,0.0355,0.0021,0.0778,0.0043,0.0786,0.0049,0.2688,0.0,0.397,0.0059,7
conformal_risk_filter,cable_routing,nominal_contact,combined_stress,0.4898,0.0285,0.3861,0.0058,0.2793,0.0041,0.0374,0.0035,0.0939,0.005,0.0826,0.0034,0.2777,0.0,0.3893,0.0042,7
conformal_risk_filter,cable_routing,impact_onset,nominal,0.5459,0.0462,0.4222,0.0069,0.284,0.0063,0.0486,0.0029,0.0764,0.0046,0.0366,0.0028,0.2588,0.0,0.4222,0.0055,7
conformal_risk_filter,cable_routing,impact_onset,seen_shift,0.4983,0.0575,0.4075,0.0066,0.2997,0.005,0.0601,0.0034,0.096,0.0033,0.0454,0.0038,0.2714,0.0,0.407,0.0055,7
conformal_risk_filter,cable_routing,impact_onset,unseen_geometry,0.4422,0.0236,0.4027,0.0066,0.3083,0.0045,0.0682,0.002,0.1023,0.0045,0.052,0.0038,0.2776,0.0,0.3993,0.0098,7
conformal_risk_filter,cable_routing,impact_onset,unseen_friction,0.4796,0.0555,0.4078,0.0076,0.308,0.0044,0.0628,0.0045,0.1079,0.005,0.0815,0.003,0.2812,0.0,0.3974,0.0033,7
conformal_risk_filter,cable_routing,impact_onset,combined_stress,0.3997,0.0426,0.3869,0.0055,0.3233,0.0035,0.0749,0.0029,0.1188,0.0053,0.0829,0.0038,0.2919,0.0,0.3912,0.0045,7
