method,task,regime,split,seed,episodes,success,success_probability,contact_mode_f1,boundary_error,unsafe_impulse,jam_rate,slip_overshoot,intervention_cost,data_efficiency_proxy
ensemble_disagreement_planner,mobile_pushing,nominal_contact,combined_stress,4,84,0.4167,0.498,0.4244,0.2636,0.0424,0.0809,0.0778,0.2479,0.4151
ensemble_disagreement_planner,mobile_pushing,nominal_contact,combined_stress,5,84,0.4286,0.5045,0.4067,0.2795,0.0382,0.0768,0.0728,0.2479,0.4094
ensemble_disagreement_planner,mobile_pushing,nominal_contact,combined_stress,6,84,0.3929,0.4982,0.3916,0.275,0.0387,0.0908,0.0831,0.2479,0.4098
ensemble_disagreement_planner,mobile_pushing,impact_onset,nominal,0,84,0.5595,0.571,0.4394,0.2805,0.0726,0.064,0.0384,0.229,0.4206
ensemble_disagreement_planner,mobile_pushing,impact_onset,nominal,1,84,0.5119,0.5671,0.4366,0.2923,0.0707,0.0637,0.0409,0.229,0.4408
ensemble_disagreement_planner,mobile_pushing,impact_onset,nominal,2,84,0.5833,0.5584,0.4461,0.2926,0.0644,0.0637,0.0416,0.229,0.4351
ensemble_disagreement_planner,mobile_pushing,impact_onset,nominal,3,84,0.5476,0.5614,0.4501,0.2867,0.0617,0.0731,0.0343,0.229,0.4288
ensemble_disagreement_planner,mobile_pushing,impact_onset,nominal,4,84,0.4762,0.5669,0.4411,0.2867,0.0607,0.0698,0.0456,0.229,0.4445
ensemble_disagreement_planner,mobile_pushing,impact_onset,nominal,5,84,0.6071,0.5734,0.4272,0.2781,0.0671,0.0601,0.0478,0.229,0.4386
ensemble_disagreement_planner,mobile_pushing,impact_onset,nominal,6,84,0.619,0.5562,0.45,0.289,0.068,0.0663,0.0328,0.229,0.4267
ensemble_disagreement_planner,mobile_pushing,impact_onset,seen_shift,0,84,0.4405,0.5186,0.4313,0.2948,0.0734,0.0797,0.0506,0.2415,0.432
ensemble_disagreement_planner,mobile_pushing,impact_onset,seen_shift,1,84,0.4881,0.5305,0.4341,0.2952,0.075,0.0819,0.0502,0.2415,0.4465
ensemble_disagreement_planner,mobile_pushing,impact_onset,seen_shift,2,84,0.5,0.5105,0.4368,0.3043,0.0808,0.0815,0.0625,0.2415,0.4497
ensemble_disagreement_planner,mobile_pushing,impact_onset,seen_shift,3,84,0.5595,0.5203,0.4266,0.3005,0.0786,0.076,0.0446,0.2415,0.4169
ensemble_disagreement_planner,mobile_pushing,impact_onset,seen_shift,4,84,0.5833,0.5252,0.4387,0.2965,0.0781,0.0823,0.0445,0.2415,0.4231
ensemble_disagreement_planner,mobile_pushing,impact_onset,seen_shift,5,84,0.5,0.516,0.4336,0.3069,0.0801,0.0772,0.0526,0.2415,0.4204
ensemble_disagreement_planner,mobile_pushing,impact_onset,seen_shift,6,84,0.5595,0.5234,0.4255,0.2953,0.076,0.0821,0.0479,0.2415,0.4246
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_geometry,0,84,0.4762,0.4912,0.4189,0.3028,0.0909,0.0943,0.0592,0.2478,0.4246
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_geometry,1,84,0.5119,0.4871,0.4064,0.3151,0.0903,0.0907,0.0492,0.2478,0.4195
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_geometry,2,84,0.5952,0.4975,0.4371,0.3051,0.0844,0.0944,0.0493,0.2478,0.4092
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_geometry,3,84,0.4762,0.4948,0.4358,0.3076,0.0897,0.0904,0.0574,0.2478,0.4299
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_geometry,4,84,0.5357,0.5014,0.4284,0.3081,0.0884,0.0853,0.0535,0.2478,0.4097
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_geometry,5,84,0.4643,0.4959,0.4245,0.3196,0.0919,0.0821,0.0561,0.2478,0.4113
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_geometry,6,84,0.5,0.4968,0.432,0.3156,0.0909,0.1032,0.0472,0.2478,0.4273
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_friction,0,84,0.4286,0.496,0.437,0.3145,0.0839,0.0868,0.0722,0.2514,0.4329
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_friction,1,84,0.5238,0.5033,0.4301,0.3189,0.0861,0.093,0.0734,0.2514,0.4122
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_friction,2,84,0.5119,0.4804,0.4413,0.3067,0.088,0.0959,0.0895,0.2514,0.4159
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_friction,3,84,0.5,0.4851,0.4033,0.3075,0.0901,0.1071,0.0811,0.2514,0.4174
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_friction,4,84,0.5595,0.4783,0.4285,0.3114,0.0788,0.1033,0.0787,0.2514,0.4261
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_friction,5,84,0.4881,0.484,0.4219,0.3082,0.0902,0.0953,0.0903,0.2514,0.4019
ensemble_disagreement_planner,mobile_pushing,impact_onset,unseen_friction,6,84,0.4286,0.4901,0.429,0.297,0.0873,0.0902,0.0844,0.2514,0.4097
ensemble_disagreement_planner,mobile_pushing,impact_onset,combined_stress,0,84,0.4167,0.4374,0.4026,0.318,0.0983,0.1191,0.0921,0.2621,0.3935
ensemble_disagreement_planner,mobile_pushing,impact_onset,combined_stress,1,84,0.4405,0.4517,0.401,0.3265,0.0933,0.1166,0.0837,0.2621,0.4151
ensemble_disagreement_planner,mobile_pushing,impact_onset,combined_stress,2,84,0.4643,0.4539,0.4187,0.3091,0.1013,0.1191,0.0809,0.2621,0.4131
ensemble_disagreement_planner,mobile_pushing,impact_onset,combined_stress,3,84,0.4643,0.4374,0.4158,0.3231,0.1115,0.1157,0.0834,0.2621,0.4155
ensemble_disagreement_planner,mobile_pushing,impact_onset,combined_stress,4,84,0.4286,0.445,0.4073,0.3209,0.1013,0.1223,0.0848,0.2621,0.414
ensemble_disagreement_planner,mobile_pushing,impact_onset,combined_stress,5,84,0.4405,0.4386,0.406,0.3222,0.1032,0.1089,0.0902,0.2621,0.4168
ensemble_disagreement_planner,mobile_pushing,impact_onset,combined_stress,6,84,0.4405,0.4596,0.4098,0.3226,0.0911,0.1081,0.0861,0.2621,0.4093
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,nominal,0,84,0.5952,0.5587,0.4427,0.2917,0.056,0.0679,0.07,0.2282,0.4086
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,nominal,1,84,0.4881,0.5546,0.4165,0.2928,0.0501,0.0617,0.0722,0.2282,0.426
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,nominal,2,84,0.6071,0.5559,0.4589,0.2871,0.0502,0.0622,0.0775,0.2282,0.4362
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,nominal,3,84,0.5357,0.5565,0.4413,0.2884,0.0551,0.0682,0.069,0.2282,0.4426
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,nominal,4,84,0.4881,0.5597,0.4479,0.2815,0.0499,0.0576,0.0693,0.2282,0.4489
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,nominal,5,84,0.5476,0.5454,0.4552,0.2895,0.0532,0.0608,0.0705,0.2282,0.4308
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,nominal,6,84,0.5238,0.5609,0.4399,0.2797,0.0571,0.0611,0.0627,0.2282,0.4457
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,seen_shift,0,84,0.4762,0.5165,0.4377,0.3031,0.0583,0.0776,0.0926,0.2405,0.423
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,seen_shift,1,84,0.4405,0.522,0.4306,0.2951,0.0592,0.0817,0.0779,0.2405,0.42
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,seen_shift,2,84,0.5,0.5121,0.4311,0.3059,0.0561,0.0749,0.0877,0.2405,0.4206
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,seen_shift,3,84,0.5119,0.5114,0.4314,0.2965,0.0631,0.0844,0.085,0.2405,0.4234
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,seen_shift,4,84,0.5476,0.5127,0.4339,0.289,0.0556,0.0821,0.0932,0.2405,0.4159
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,seen_shift,5,84,0.5595,0.516,0.4421,0.3025,0.0513,0.0742,0.0866,0.2405,0.4217
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,seen_shift,6,84,0.5238,0.5138,0.4364,0.2937,0.0549,0.0803,0.0877,0.2405,0.4332
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_geometry,0,84,0.5357,0.4853,0.4217,0.313,0.069,0.0888,0.0927,0.2467,0.4074
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_geometry,1,84,0.5357,0.4835,0.4373,0.3013,0.0578,0.084,0.081,0.2467,0.4099
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_geometry,2,84,0.4286,0.51,0.4226,0.3062,0.0681,0.0787,0.091,0.2467,0.4192
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_geometry,3,84,0.4762,0.486,0.433,0.3143,0.063,0.0799,0.0956,0.2467,0.4278
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_geometry,4,84,0.5119,0.5046,0.4326,0.3042,0.0628,0.0897,0.0947,0.2467,0.413
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_geometry,5,84,0.5238,0.5009,0.4386,0.3122,0.0648,0.0909,0.0895,0.2467,0.423
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_geometry,6,84,0.5714,0.488,0.4161,0.3152,0.0641,0.09,0.0878,0.2467,0.4338
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_friction,0,84,0.5476,0.4814,0.4262,0.3284,0.0625,0.0764,0.1257,0.2502,0.4238
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_friction,1,84,0.5119,0.4745,0.4196,0.3402,0.0646,0.085,0.1394,0.2502,0.4203
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_friction,2,84,0.4762,0.4688,0.422,0.3424,0.0655,0.0804,0.136,0.2502,0.4239
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_friction,3,84,0.5238,0.471,0.4308,0.3224,0.0601,0.0921,0.1387,0.2502,0.4275
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_friction,4,84,0.4643,0.475,0.4221,0.3205,0.0625,0.0854,0.136,0.2502,0.4105
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_friction,5,84,0.5,0.4761,0.4214,0.3231,0.0587,0.0888,0.1405,0.2502,0.4164
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,unseen_friction,6,84,0.4762,0.4647,0.4404,0.3312,0.0641,0.0936,0.1405,0.2502,0.4104
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,combined_stress,0,84,0.4405,0.4491,0.4075,0.3277,0.0681,0.0956,0.1331,0.2607,0.4009
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,combined_stress,1,84,0.4167,0.4349,0.4212,0.3319,0.0738,0.1065,0.1287,0.2607,0.4006
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,combined_stress,2,84,0.4405,0.4494,0.4121,0.3314,0.0736,0.1026,0.1367,0.2607,0.3984
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,combined_stress,3,84,0.3929,0.4471,0.3977,0.3202,0.0672,0.0977,0.1447,0.2607,0.4126
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,combined_stress,4,84,0.4524,0.4464,0.4168,0.3311,0.0711,0.0999,0.1416,0.2607,0.4051
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,combined_stress,5,84,0.5,0.4355,0.4104,0.3323,0.0791,0.1009,0.1447,0.2607,0.4183
ensemble_disagreement_planner,mobile_pushing,stick_slip_transition,combined_stress,6,84,0.3929,0.4381,0.408,0.3358,0.0755,0.1063,0.1301,0.2607,0.4187
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,nominal,0,84,0.5714,0.5531,0.4403,0.2523,0.0525,0.0563,0.0505,0.2265,0.4425
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,nominal,1,84,0.5,0.5662,0.4543,0.2676,0.0495,0.0646,0.0449,0.2265,0.4399
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,nominal,2,84,0.6667,0.5655,0.4566,0.2663,0.06,0.061,0.0429,0.2265,0.4257
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,nominal,3,84,0.6071,0.5614,0.4625,0.2663,0.0523,0.0541,0.041,0.2265,0.4387
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,nominal,4,84,0.5714,0.5585,0.4345,0.2596,0.0453,0.0582,0.0564,0.2265,0.4477
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,nominal,5,84,0.5833,0.5619,0.4588,0.2682,0.0475,0.058,0.0463,0.2265,0.437
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,nominal,6,84,0.6071,0.5567,0.4329,0.2778,0.0482,0.0619,0.0422,0.2265,0.447
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,seen_shift,0,84,0.4167,0.5322,0.4236,0.2856,0.0517,0.0688,0.0557,0.2384,0.4324
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,seen_shift,1,84,0.5476,0.533,0.439,0.2912,0.0592,0.069,0.059,0.2384,0.4149
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,seen_shift,2,84,0.619,0.5363,0.4359,0.2813,0.0624,0.0694,0.0612,0.2384,0.4367
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,seen_shift,3,84,0.5833,0.5334,0.4436,0.2816,0.0521,0.0672,0.0624,0.2384,0.4295
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,seen_shift,4,84,0.5,0.5235,0.4328,0.2849,0.0535,0.0718,0.0577,0.2384,0.4193
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,seen_shift,5,84,0.5952,0.53,0.4327,0.2778,0.0615,0.0774,0.0607,0.2384,0.4239
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,seen_shift,6,84,0.5119,0.5219,0.4398,0.2874,0.0541,0.0672,0.0612,0.2384,0.4052
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_geometry,0,84,0.4762,0.5123,0.4292,0.2899,0.0625,0.0879,0.0676,0.2444,0.439
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_geometry,1,84,0.5119,0.5108,0.4287,0.2858,0.0667,0.0806,0.0616,0.2444,0.4259
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_geometry,2,84,0.5238,0.4941,0.4221,0.2955,0.0678,0.0857,0.0678,0.2444,0.426
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_geometry,3,84,0.4286,0.5135,0.434,0.2903,0.0696,0.079,0.0667,0.2444,0.4319
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_geometry,4,84,0.5357,0.5,0.4213,0.2904,0.067,0.0902,0.0609,0.2444,0.4241
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_geometry,5,84,0.5238,0.4994,0.4312,0.288,0.0616,0.0901,0.0612,0.2444,0.4334
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_geometry,6,84,0.5357,0.5091,0.4253,0.277,0.0685,0.0783,0.0723,0.2444,0.4082
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_friction,0,84,0.5,0.4804,0.4211,0.2842,0.0673,0.0804,0.0945,0.2478,0.4103
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_friction,1,84,0.4762,0.491,0.4236,0.2858,0.0553,0.0813,0.0929,0.2478,0.411
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_friction,2,84,0.619,0.4976,0.4144,0.2879,0.063,0.0856,0.092,0.2478,0.4176
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_friction,3,84,0.5119,0.496,0.434,0.292,0.066,0.0774,0.0937,0.2478,0.4213
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_friction,4,84,0.5952,0.4991,0.414,0.2935,0.0578,0.0842,0.0975,0.2478,0.4094
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_friction,5,84,0.5714,0.4929,0.4273,0.289,0.0656,0.0773,0.0941,0.2478,0.4081
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,unseen_friction,6,84,0.4048,0.4859,0.4234,0.3022,0.0562,0.0771,0.1094,0.2478,0.4073
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,combined_stress,0,84,0.4524,0.4632,0.4176,0.2912,0.0756,0.103,0.0913,0.258,0.408
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,combined_stress,1,84,0.4167,0.4403,0.4031,0.3,0.0698,0.0902,0.0937,0.258,0.4185
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,combined_stress,2,84,0.5,0.4528,0.3984,0.3007,0.0805,0.0942,0.0952,0.258,0.4121
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,combined_stress,3,84,0.4405,0.4582,0.4044,0.291,0.0721,0.0906,0.0991,0.258,0.3914
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,combined_stress,4,84,0.4167,0.4671,0.4026,0.3045,0.0684,0.0881,0.093,0.258,0.4097
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,combined_stress,5,84,0.4762,0.4575,0.4028,0.2919,0.0703,0.0901,0.0945,0.258,0.4205
ensemble_disagreement_planner,mobile_pushing,unilateral_lift_off,combined_stress,6,84,0.5119,0.4661,0.4033,0.2983,0.0743,0.0867,0.0968,0.258,0.4019
ensemble_disagreement_planner,mobile_pushing,contact_jamming,nominal,0,84,0.631,0.5528,0.4584,0.2794,0.0629,0.0796,0.0518,0.2298,0.4313
ensemble_disagreement_planner,mobile_pushing,contact_jamming,nominal,1,84,0.4643,0.5547,0.4353,0.2756,0.0576,0.0834,0.0388,0.2298,0.4327
ensemble_disagreement_planner,mobile_pushing,contact_jamming,nominal,2,84,0.5,0.5519,0.4359,0.2788,0.0539,0.0755,0.0458,0.2298,0.4407
ensemble_disagreement_planner,mobile_pushing,contact_jamming,nominal,3,84,0.5238,0.554,0.4686,0.276,0.048,0.0654,0.0495,0.2298,0.4412
ensemble_disagreement_planner,mobile_pushing,contact_jamming,nominal,4,84,0.5595,0.5491,0.4435,0.2667,0.057,0.0679,0.0417,0.2298,0.438
ensemble_disagreement_planner,mobile_pushing,contact_jamming,nominal,5,84,0.5238,0.5507,0.4348,0.2742,0.0515,0.0757,0.0469,0.2298,0.442
ensemble_disagreement_planner,mobile_pushing,contact_jamming,nominal,6,84,0.5357,0.5599,0.4539,0.2664,0.0613,0.0826,0.0531,0.2298,0.4347
ensemble_disagreement_planner,mobile_pushing,contact_jamming,seen_shift,0,84,0.5357,0.5173,0.4401,0.2818,0.0635,0.0857,0.0662,0.2426,0.4107
ensemble_disagreement_planner,mobile_pushing,contact_jamming,seen_shift,1,84,0.4881,0.5189,0.4348,0.2839,0.0674,0.0994,0.0667,0.2426,0.4391
ensemble_disagreement_planner,mobile_pushing,contact_jamming,seen_shift,2,84,0.5714,0.5104,0.417,0.2898,0.064,0.0973,0.0605,0.2426,0.4259
ensemble_disagreement_planner,mobile_pushing,contact_jamming,seen_shift,3,84,0.4762,0.5099,0.4061,0.2868,0.0679,0.0961,0.0545,0.2426,0.4295
ensemble_disagreement_planner,mobile_pushing,contact_jamming,seen_shift,4,84,0.4881,0.5243,0.4321,0.2813,0.0672,0.0906,0.0585,0.2426,0.4251
ensemble_disagreement_planner,mobile_pushing,contact_jamming,seen_shift,5,84,0.5,0.5091,0.439,0.2795,0.0659,0.0906,0.0626,0.2426,0.4293
ensemble_disagreement_planner,mobile_pushing,contact_jamming,seen_shift,6,84,0.4405,0.5116,0.4399,0.2939,0.0664,0.0932,0.0627,0.2426,0.4242
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_geometry,0,84,0.4286,0.4856,0.4093,0.2992,0.0791,0.1054,0.0583,0.2489,0.4195
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_geometry,1,84,0.4524,0.4888,0.4193,0.2986,0.0694,0.1118,0.0542,0.2489,0.4185
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_geometry,2,84,0.4762,0.4884,0.4226,0.2974,0.0704,0.1084,0.0645,0.2489,0.4136
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_geometry,3,84,0.4405,0.4825,0.443,0.2839,0.0761,0.0993,0.0669,0.2489,0.4111
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_geometry,4,84,0.5476,0.4917,0.405,0.2931,0.0754,0.1065,0.0685,0.2489,0.4303
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_geometry,5,84,0.4524,0.4756,0.4227,0.2913,0.0731,0.1105,0.0653,0.2489,0.4116
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_geometry,6,84,0.4048,0.503,0.4441,0.2995,0.0678,0.1048,0.0695,0.2489,0.4224
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_friction,0,84,0.5238,0.482,0.4307,0.2937,0.0758,0.1075,0.0934,0.2526,0.4184
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_friction,1,84,0.4405,0.4729,0.4236,0.3005,0.0661,0.1144,0.1083,0.2526,0.4168
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_friction,2,84,0.4762,0.4716,0.4291,0.3082,0.0743,0.1066,0.0918,0.2526,0.4214
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_friction,3,84,0.5,0.4826,0.421,0.2963,0.0739,0.108,0.0899,0.2526,0.4282
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_friction,4,84,0.381,0.4678,0.4325,0.2962,0.0767,0.1054,0.0997,0.2526,0.4139
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_friction,5,84,0.4762,0.4769,0.4163,0.3064,0.0718,0.1066,0.0989,0.2526,0.4069
ensemble_disagreement_planner,mobile_pushing,contact_jamming,unseen_friction,6,84,0.4762,0.4773,0.4236,0.3077,0.0791,0.1039,0.1045,0.2526,0.4229
ensemble_disagreement_planner,mobile_pushing,contact_jamming,combined_stress,0,84,0.4405,0.4382,0.3808,0.3113,0.0811,0.1169,0.0968,0.2635,0.4179
ensemble_disagreement_planner,mobile_pushing,contact_jamming,combined_stress,1,84,0.4643,0.4387,0.416,0.314,0.083,0.1208,0.1039,0.2635,0.3995
ensemble_disagreement_planner,mobile_pushing,contact_jamming,combined_stress,2,84,0.4881,0.4314,0.4141,0.3112,0.0821,0.1222,0.1144,0.2635,0.4048
ensemble_disagreement_planner,mobile_pushing,contact_jamming,combined_stress,3,84,0.4286,0.4396,0.4126,0.3129,0.0804,0.1173,0.1056,0.2635,0.4059
ensemble_disagreement_planner,mobile_pushing,contact_jamming,combined_stress,4,84,0.4405,0.4272,0.4158,0.3119,0.0887,0.1131,0.0915,0.2635,0.3972
ensemble_disagreement_planner,mobile_pushing,contact_jamming,combined_stress,5,84,0.4405,0.4232,0.4083,0.3117,0.0767,0.126,0.1012,0.2635,0.407
ensemble_disagreement_planner,mobile_pushing,contact_jamming,combined_stress,6,84,0.4762,0.4464,0.433,0.3057,0.0891,0.1152,0.0923,0.2635,0.3997
ensemble_disagreement_planner,mobile_pushing,release_snap,nominal,0,84,0.5595,0.5519,0.424,0.2924,0.0684,0.0683,0.0576,0.2296,0.4474
ensemble_disagreement_planner,mobile_pushing,release_snap,nominal,1,84,0.5476,0.5538,0.4464,0.2884,0.0672,0.0739,0.0606,0.2296,0.4393
ensemble_disagreement_planner,mobile_pushing,release_snap,nominal,2,84,0.5833,0.5489,0.4387,0.2724,0.0622,0.0602,0.0369,0.2296,0.4479
ensemble_disagreement_planner,mobile_pushing,release_snap,nominal,3,84,0.5714,0.5519,0.4552,0.2884,0.0596,0.0686,0.0545,0.2296,0.4475
ensemble_disagreement_planner,mobile_pushing,release_snap,nominal,4,84,0.631,0.5582,0.4551,0.2773,0.0634,0.0613,0.0561,0.2296,0.4265
ensemble_disagreement_planner,mobile_pushing,release_snap,nominal,5,84,0.619,0.5614,0.424,0.291,0.0639,0.0629,0.0592,0.2296,0.4403
ensemble_disagreement_planner,mobile_pushing,release_snap,nominal,6,84,0.5476,0.5428,0.4503,0.2923,0.0644,0.0627,0.0468,0.2296,0.4233
ensemble_disagreement_planner,mobile_pushing,release_snap,seen_shift,0,84,0.4048,0.5005,0.4425,0.3011,0.0839,0.0778,0.0551,0.2422,0.4228
ensemble_disagreement_planner,mobile_pushing,release_snap,seen_shift,1,84,0.5238,0.5141,0.4337,0.291,0.0694,0.0741,0.061,0.2422,0.4276
ensemble_disagreement_planner,mobile_pushing,release_snap,seen_shift,2,84,0.5357,0.5019,0.4262,0.2986,0.0717,0.0724,0.0556,0.2422,0.4208
ensemble_disagreement_planner,mobile_pushing,release_snap,seen_shift,3,84,0.4881,0.5143,0.4367,0.3009,0.0681,0.0736,0.0623,0.2422,0.433
ensemble_disagreement_planner,mobile_pushing,release_snap,seen_shift,4,84,0.6071,0.5006,0.4289,0.3059,0.0715,0.0817,0.0658,0.2422,0.4202
ensemble_disagreement_planner,mobile_pushing,release_snap,seen_shift,5,84,0.5595,0.5152,0.4405,0.2988,0.0705,0.0753,0.0686,0.2422,0.4124
ensemble_disagreement_planner,mobile_pushing,release_snap,seen_shift,6,84,0.5,0.5205,0.4198,0.2959,0.0714,0.0788,0.0726,0.2422,0.4275
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_geometry,0,84,0.4881,0.4864,0.4251,0.311,0.0881,0.0941,0.0599,0.2486,0.4203
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_geometry,1,84,0.5238,0.4804,0.4295,0.3121,0.0925,0.0847,0.0636,0.2486,0.4243
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_geometry,2,84,0.4762,0.4847,0.4353,0.3068,0.0873,0.0854,0.0698,0.2486,0.4213
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_geometry,3,84,0.5119,0.4755,0.4256,0.3079,0.0991,0.0814,0.0515,0.2486,0.4219
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_geometry,4,84,0.4762,0.504,0.4299,0.31,0.0849,0.0853,0.0667,0.2486,0.4115
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_geometry,5,84,0.4405,0.4907,0.4211,0.3193,0.0877,0.0905,0.0647,0.2486,0.4329
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_geometry,6,84,0.4881,0.4883,0.4204,0.318,0.0892,0.0828,0.0659,0.2486,0.4117
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_friction,0,84,0.3929,0.4688,0.4382,0.3212,0.0817,0.0877,0.0918,0.2522,0.4099
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_friction,1,84,0.4048,0.4657,0.4172,0.3154,0.0852,0.091,0.105,0.2522,0.4148
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_friction,2,84,0.4286,0.4689,0.4266,0.3173,0.0868,0.0976,0.0905,0.2522,0.4082
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_friction,3,84,0.4167,0.4729,0.4288,0.3089,0.0764,0.0982,0.0961,0.2522,0.4183
