method,split,seed,groups,mean_success,ci95_success,mean_utility,ci95_utility,mean_contact_mode_f1,ci95_contact_mode_f1,mean_boundary_error,ci95_boundary_error,mean_complementarity_residual,ci95_complementarity_residual,mean_impulse_violation,ci95_impulse_violation,mean_unsafe_impulse,ci95_unsafe_impulse,mean_jam_rate,ci95_jam_rate,mean_slip_overshoot,ci95_slip_overshoot,mean_mode_switch_latency,ci95_mode_switch_latency,mean_recovery_success,ci95_recovery_success,mean_energy_spike,ci95_energy_spike,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_fixed_risk_coverage,ci95_fixed_risk_coverage,mean_regret_to_oracle,ci95_regret_to_oracle
robust_hybrid_mpc,unseen_friction,5,80,0.577083,0.039815,0.606944,0.039533,0.437112,0.001421,0.230408,0.003322,0.063272,0.001978,0.055797,0.002571,0.027913,0.00202,0.049688,0.00259,0.059975,0.002636,0.052082,0.00242,0.45886,0.00167,0.047942,0.002175,0.057508,0.000938,0.184433,0.000678,0.583578,0.000622,0.172917,0.0
robust_hybrid_mpc,unseen_friction,6,80,0.575,0.044598,0.604198,0.044086,0.436845,0.001461,0.230236,0.003384,0.062683,0.002202,0.056332,0.002624,0.02807,0.002115,0.049335,0.002507,0.059691,0.002722,0.052061,0.002259,0.459183,0.001907,0.047493,0.002297,0.057334,0.000833,0.183671,0.000703,0.583632,0.000647,0.166667,0.0
robust_hybrid_mpc,unseen_friction,7,80,0.566667,0.041743,0.597026,0.0418,0.437163,0.001703,0.230361,0.003479,0.062613,0.002198,0.056022,0.002484,0.02774,0.001975,0.050259,0.002475,0.059804,0.002863,0.052244,0.002326,0.458157,0.001859,0.048012,0.002292,0.05727,0.00091,0.183929,0.000701,0.583518,0.000611,0.158333,0.0
robust_hybrid_mpc,unseen_friction,8,80,0.560417,0.044728,0.58979,0.044447,0.436543,0.001454,0.229525,0.003395,0.06302,0.00207,0.056574,0.002616,0.028764,0.002108,0.050104,0.002558,0.060933,0.002837,0.052507,0.002371,0.458385,0.001978,0.047279,0.002116,0.057004,0.001031,0.183614,0.000668,0.583304,0.000645,0.179167,0.0
robust_hybrid_mpc,unseen_friction,9,80,0.520833,0.045526,0.551497,0.045638,0.436512,0.001564,0.229943,0.003412,0.063147,0.002269,0.055714,0.002634,0.027448,0.001977,0.049079,0.002558,0.059562,0.002792,0.051887,0.002113,0.45856,0.001487,0.047611,0.002387,0.05691,0.000863,0.183495,0.000657,0.583723,0.00061,0.225,0.0
robust_hybrid_mpc,unseen_compliance,0,80,0.55,0.047353,0.578578,0.046983,0.43524,0.00137,0.236416,0.003836,0.065287,0.002246,0.058067,0.002777,0.029793,0.002026,0.0544,0.002913,0.04551,0.00206,0.053426,0.002387,0.456381,0.001707,0.048271,0.002215,0.060445,0.001066,0.186032,0.000612,0.579033,0.000646,0.220833,0.0
robust_hybrid_mpc,unseen_compliance,1,80,0.545833,0.045748,0.573834,0.045488,0.434145,0.001713,0.237212,0.003903,0.066113,0.0022,0.058268,0.002778,0.029407,0.002058,0.054691,0.002819,0.046666,0.002086,0.05335,0.002349,0.454861,0.001663,0.048733,0.002424,0.059969,0.000919,0.185354,0.000599,0.578878,0.000598,0.147917,0.0
robust_hybrid_mpc,unseen_compliance,2,80,0.51875,0.045011,0.547507,0.044904,0.433897,0.001564,0.236914,0.00377,0.064824,0.002116,0.058376,0.002799,0.028638,0.002236,0.053863,0.002941,0.046227,0.002114,0.053238,0.002351,0.453725,0.001914,0.048729,0.002208,0.061051,0.001008,0.185527,0.000632,0.579043,0.00064,0.216667,0.0
robust_hybrid_mpc,unseen_compliance,3,80,0.560417,0.043581,0.589411,0.043553,0.433027,0.001513,0.23546,0.003874,0.066242,0.002244,0.058056,0.002787,0.029171,0.002062,0.053665,0.002913,0.045387,0.002302,0.053379,0.002561,0.453353,0.001776,0.047861,0.00243,0.061162,0.000916,0.185945,0.000655,0.579028,0.000661,0.154167,0.0
robust_hybrid_mpc,unseen_compliance,4,80,0.516667,0.045237,0.545479,0.04505,0.432516,0.001424,0.236893,0.003801,0.064863,0.002189,0.05824,0.002644,0.029742,0.002045,0.053612,0.002948,0.04571,0.002313,0.053871,0.002383,0.453721,0.001563,0.048502,0.002378,0.060446,0.000888,0.185157,0.000728,0.578944,0.000675,0.197917,0.0
robust_hybrid_mpc,unseen_compliance,5,80,0.55,0.045535,0.577454,0.04496,0.433834,0.001472,0.235826,0.003984,0.065877,0.002095,0.057652,0.002545,0.029016,0.002154,0.054253,0.002965,0.045073,0.002054,0.053366,0.002263,0.453295,0.001823,0.048598,0.002358,0.061043,0.000938,0.185763,0.000639,0.579014,0.000645,0.164583,0.0
robust_hybrid_mpc,unseen_compliance,6,80,0.53125,0.046885,0.560099,0.046863,0.432873,0.001615,0.2356,0.003783,0.065206,0.002218,0.058375,0.002608,0.028915,0.002079,0.053993,0.002876,0.046165,0.002191,0.053708,0.002441,0.453477,0.001666,0.04823,0.002386,0.061091,0.00098,0.185706,0.000692,0.578979,0.000613,0.189583,0.0
robust_hybrid_mpc,unseen_compliance,7,80,0.5875,0.049301,0.614474,0.048286,0.43435,0.001476,0.235765,0.003761,0.066152,0.002099,0.058302,0.002791,0.029149,0.002073,0.054357,0.002971,0.045983,0.002062,0.053426,0.002487,0.453985,0.001819,0.048774,0.002338,0.060219,0.00085,0.186269,0.000638,0.578952,0.000647,0.158333,0.0
robust_hybrid_mpc,unseen_compliance,8,80,0.520833,0.047344,0.549493,0.047071,0.433286,0.001519,0.237335,0.003795,0.065606,0.002156,0.05821,0.002663,0.030144,0.001925,0.053178,0.002983,0.046717,0.002108,0.05372,0.002333,0.454798,0.001846,0.048607,0.002388,0.061023,0.000947,0.186087,0.000612,0.578911,0.00061,0.170833,0.0
robust_hybrid_mpc,unseen_compliance,9,80,0.547917,0.045828,0.575723,0.045661,0.433649,0.001503,0.237306,0.003823,0.06527,0.002265,0.057927,0.002687,0.030027,0.001987,0.054037,0.002913,0.046264,0.002425,0.053815,0.00234,0.45468,0.00153,0.04898,0.002472,0.061071,0.00093,0.186364,0.000692,0.578872,0.000623,0.185417,0.0
robust_hybrid_mpc,actuator_latency,0,80,0.55625,0.046104,0.584699,0.045729,0.434396,0.00172,0.235961,0.003953,0.065417,0.00225,0.057701,0.002513,0.032041,0.002329,0.050939,0.00269,0.043889,0.002118,0.060815,0.003276,0.455927,0.001715,0.049234,0.00234,0.060563,0.001067,0.186511,0.000688,0.579144,0.000645,0.14375,0.0
robust_hybrid_mpc,actuator_latency,1,80,0.5375,0.042693,0.566257,0.04278,0.43399,0.001669,0.235572,0.004014,0.064463,0.002403,0.0572,0.002745,0.032861,0.002252,0.050847,0.002597,0.045317,0.002176,0.061574,0.003095,0.454874,0.001966,0.048275,0.002423,0.060587,0.000966,0.185614,0.000693,0.578853,0.000645,0.183333,0.0
robust_hybrid_mpc,actuator_latency,2,80,0.529167,0.043008,0.558012,0.043084,0.435465,0.001678,0.236151,0.003854,0.063964,0.002229,0.057166,0.002692,0.033769,0.002505,0.050005,0.002707,0.04534,0.002184,0.060351,0.003313,0.455687,0.001694,0.048758,0.002399,0.060923,0.00095,0.185591,0.000654,0.578848,0.000669,0.20625,0.0
robust_hybrid_mpc,actuator_latency,3,80,0.5125,0.045674,0.540558,0.045158,0.433619,0.001419,0.236783,0.003946,0.065225,0.002226,0.057149,0.002757,0.032925,0.002325,0.050966,0.00264,0.045357,0.002099,0.060609,0.003253,0.455295,0.001982,0.048239,0.00234,0.060129,0.000941,0.185937,0.000715,0.578854,0.000648,0.20625,0.0
robust_hybrid_mpc,actuator_latency,4,80,0.579167,0.041081,0.607396,0.041039,0.434182,0.001461,0.237039,0.00388,0.064458,0.002163,0.05774,0.00266,0.031634,0.002307,0.050951,0.002691,0.04528,0.001981,0.06064,0.003151,0.455534,0.001692,0.048273,0.002286,0.059668,0.000995,0.18625,0.000671,0.579069,0.000644,0.145833,0.0
robust_hybrid_mpc,actuator_latency,5,80,0.572917,0.039346,0.601807,0.039225,0.436307,0.001507,0.236187,0.004042,0.064211,0.002208,0.057467,0.00264,0.032799,0.00256,0.051265,0.002654,0.04575,0.002151,0.060536,0.003212,0.457007,0.001689,0.048714,0.002212,0.060223,0.000987,0.185351,0.0006,0.578914,0.000702,0.11875,0.0
robust_hybrid_mpc,actuator_latency,6,80,0.560417,0.041599,0.588651,0.041171,0.434579,0.001795,0.237809,0.004078,0.065176,0.00238,0.057793,0.002638,0.032968,0.002456,0.050485,0.002731,0.045313,0.002125,0.06005,0.003461,0.456892,0.001587,0.048481,0.002462,0.061148,0.001008,0.186554,0.000701,0.578995,0.00066,0.183333,0.0
robust_hybrid_mpc,actuator_latency,7,80,0.529167,0.046042,0.556677,0.045814,0.435182,0.001534,0.237474,0.003869,0.064749,0.002127,0.058014,0.002642,0.032303,0.002287,0.050932,0.002699,0.045591,0.001984,0.060647,0.003166,0.454346,0.001677,0.049247,0.002297,0.060297,0.001059,0.185945,0.000641,0.578875,0.000638,0.189583,0.0
robust_hybrid_mpc,actuator_latency,8,80,0.53125,0.04274,0.560176,0.042723,0.434634,0.001567,0.237576,0.004011,0.065273,0.002267,0.0578,0.002513,0.032642,0.002538,0.050577,0.00262,0.045114,0.002121,0.05977,0.003104,0.455059,0.001768,0.04777,0.002414,0.061529,0.00088,0.186068,0.00064,0.57894,0.00067,0.216667,0.0
robust_hybrid_mpc,actuator_latency,9,80,0.525,0.045424,0.55375,0.045472,0.435075,0.001373,0.23723,0.004016,0.065017,0.002307,0.057946,0.002758,0.032851,0.002277,0.050472,0.002735,0.044646,0.002128,0.060333,0.003157,0.454602,0.001964,0.048886,0.002231,0.060776,0.000977,0.185367,0.000681,0.57893,0.000651,0.20625,0.0
robust_hybrid_mpc,sensor_dropout,0,80,0.566667,0.04294,0.591697,0.042753,0.415028,0.001404,0.234418,0.003862,0.065213,0.002265,0.058897,0.002663,0.031141,0.00207,0.051621,0.002861,0.047096,0.002252,0.061984,0.002523,0.431086,0.001566,0.049256,0.002429,0.06086,0.000981,0.186256,0.000733,0.575864,0.000627,0.133333,0.0
robust_hybrid_mpc,sensor_dropout,1,80,0.53125,0.050357,0.554921,0.049674,0.413187,0.001643,0.234668,0.003735,0.066066,0.002221,0.058614,0.002601,0.030846,0.002146,0.052674,0.002784,0.046673,0.00221,0.062287,0.002641,0.43212,0.001953,0.049795,0.002429,0.061177,0.001003,0.186675,0.000626,0.575899,0.000666,0.204167,0.0
robust_hybrid_mpc,sensor_dropout,2,80,0.572917,0.045328,0.598168,0.045187,0.413897,0.00147,0.235838,0.00373,0.065522,0.002599,0.057868,0.002694,0.030204,0.00213,0.051239,0.002746,0.047703,0.002357,0.06114,0.002664,0.432089,0.001648,0.048666,0.002395,0.06116,0.001043,0.18721,0.000667,0.576055,0.000654,0.195833,0.0
robust_hybrid_mpc,sensor_dropout,3,80,0.564583,0.049135,0.588411,0.048308,0.4126,0.001443,0.234062,0.003823,0.06522,0.002422,0.05811,0.00264,0.030226,0.002164,0.051597,0.0027,0.046403,0.002311,0.061721,0.002599,0.433282,0.001602,0.048419,0.002497,0.061756,0.000904,0.187047,0.000704,0.576191,0.000635,0.170833,0.0
robust_hybrid_mpc,sensor_dropout,4,80,0.558333,0.039456,0.583695,0.039439,0.413506,0.001563,0.235419,0.003848,0.06658,0.002335,0.058775,0.002703,0.030861,0.002292,0.05125,0.002757,0.046601,0.00219,0.062452,0.002709,0.431426,0.001762,0.049684,0.002289,0.061782,0.000959,0.186775,0.000687,0.576003,0.000648,0.145833,0.0
robust_hybrid_mpc,sensor_dropout,5,80,0.529167,0.043786,0.554883,0.043778,0.414109,0.001612,0.235165,0.003715,0.06513,0.002539,0.058555,0.002689,0.030427,0.00219,0.052738,0.002686,0.046249,0.002068,0.062128,0.002567,0.432949,0.00199,0.048361,0.002363,0.060737,0.000807,0.186657,0.000697,0.576039,0.000618,0.2375,0.0
robust_hybrid_mpc,sensor_dropout,6,80,0.558333,0.049,0.582632,0.048655,0.41396,0.001533,0.235442,0.003702,0.065555,0.002403,0.058937,0.002759,0.030933,0.002266,0.052773,0.002706,0.047078,0.002321,0.061324,0.002626,0.430661,0.001806,0.049169,0.00234,0.061367,0.000967,0.18687,0.000606,0.575756,0.000608,0.179167,0.0
robust_hybrid_mpc,sensor_dropout,7,80,0.558333,0.041541,0.583651,0.041448,0.413822,0.001347,0.234827,0.003834,0.06624,0.002131,0.058269,0.002718,0.030165,0.002071,0.051482,0.00266,0.047087,0.002345,0.062125,0.002733,0.429998,0.001905,0.049153,0.00226,0.061988,0.00084,0.187179,0.000592,0.57596,0.00061,0.185417,0.0
robust_hybrid_mpc,sensor_dropout,8,80,0.564583,0.041293,0.58918,0.041136,0.413285,0.001663,0.234463,0.003688,0.066388,0.002214,0.058201,0.002699,0.029644,0.002276,0.051253,0.002846,0.046499,0.002132,0.06208,0.002696,0.430153,0.001658,0.049245,0.002445,0.061587,0.001121,0.186946,0.000676,0.576117,0.000645,0.147917,0.0
robust_hybrid_mpc,sensor_dropout,9,80,0.539583,0.05173,0.564578,0.05168,0.412709,0.001498,0.234108,0.003727,0.065258,0.002144,0.058378,0.002821,0.030237,0.002246,0.051982,0.002662,0.04724,0.002168,0.0623,0.002841,0.430564,0.002023,0.048483,0.002316,0.061324,0.000902,0.186881,0.000664,0.575921,0.000652,0.202083,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,0,80,0.55625,0.04997,0.576805,0.049867,0.417392,0.001195,0.243474,0.004501,0.072488,0.002536,0.064072,0.003089,0.033818,0.002239,0.058904,0.003181,0.062998,0.002795,0.062094,0.002996,0.431066,0.001693,0.052863,0.002641,0.070195,0.000902,0.192102,0.000615,0.559061,0.000724,0.14375,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,1,80,0.535417,0.050223,0.555754,0.049845,0.416608,0.001371,0.244228,0.004219,0.07134,0.002567,0.064558,0.003086,0.03381,0.002487,0.057753,0.003297,0.062213,0.00278,0.061728,0.003051,0.431918,0.001691,0.053003,0.00273,0.069113,0.001009,0.192495,0.000621,0.559291,0.000763,0.152083,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,2,80,0.577083,0.041477,0.597865,0.041338,0.417999,0.001521,0.242892,0.004366,0.070899,0.002528,0.064252,0.003166,0.034246,0.00246,0.058333,0.003185,0.062653,0.002805,0.063013,0.003119,0.430943,0.001722,0.053679,0.002467,0.069132,0.000906,0.192659,0.000584,0.559074,0.00075,0.097917,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,3,80,0.55625,0.039815,0.576727,0.039705,0.415935,0.00174,0.244099,0.00431,0.072281,0.002516,0.063426,0.00299,0.033653,0.002406,0.058404,0.003251,0.06347,0.002807,0.063293,0.002901,0.430081,0.001565,0.053137,0.002626,0.069767,0.001054,0.192572,0.000564,0.559039,0.000768,0.15,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,4,80,0.516667,0.045609,0.536984,0.045086,0.417087,0.001424,0.243737,0.004581,0.07144,0.002697,0.063563,0.003254,0.033951,0.0025,0.058199,0.003384,0.062511,0.002632,0.062676,0.003004,0.430719,0.001766,0.053077,0.002722,0.06945,0.001062,0.191946,0.000648,0.55913,0.000731,0.208333,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,5,80,0.525,0.042742,0.54566,0.043122,0.417071,0.001515,0.245025,0.004281,0.071262,0.002654,0.064618,0.002993,0.034662,0.002341,0.058655,0.003382,0.06273,0.002789,0.062061,0.002998,0.42986,0.002073,0.052723,0.002574,0.069489,0.000803,0.192101,0.000647,0.558908,0.000742,0.14375,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,6,80,0.527083,0.043659,0.547771,0.043624,0.416528,0.001471,0.244299,0.004572,0.071535,0.002584,0.064452,0.003009,0.03349,0.00246,0.058128,0.003342,0.062688,0.002726,0.062783,0.002996,0.431357,0.001733,0.052861,0.002727,0.068826,0.000991,0.19175,0.000647,0.55923,0.00074,0.177083,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,7,80,0.502083,0.044063,0.522706,0.043957,0.417559,0.001416,0.244358,0.004402,0.071532,0.002449,0.064355,0.003043,0.033642,0.002361,0.058479,0.003088,0.063018,0.002828,0.062304,0.003086,0.431333,0.00159,0.05298,0.002625,0.069654,0.000995,0.192453,0.000583,0.559144,0.000751,0.225,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,8,80,0.535417,0.043755,0.556032,0.043824,0.418249,0.001588,0.243803,0.004315,0.070689,0.002638,0.06389,0.003173,0.033405,0.002307,0.057564,0.003264,0.06309,0.002704,0.06225,0.002962,0.433171,0.001853,0.05285,0.0027,0.069027,0.000856,0.191979,0.000686,0.559376,0.000722,0.164583,0.0
robust_hybrid_mpc,heldout_mixed_non_smooth_stress,9,80,0.53125,0.044292,0.551399,0.044137,0.417629,0.001429,0.244276,0.00445,0.07072,0.002611,0.064894,0.003153,0.033727,0.00217,0.057905,0.003097,0.062422,0.002731,0.062658,0.002969,0.432205,0.001962,0.053267,0.002617,0.070227,0.000909,0.192249,0.000705,0.559289,0.00074,0.164583,0.0
learned_contact_classifier,nominal,0,80,0.570833,0.043399,0.607725,0.043286,0.466649,0.001437,0.223503,0.003274,0.064607,0.001984,0.054885,0.002535,0.029097,0.001814,0.042119,0.002123,0.030602,0.001589,0.043895,0.002301,0.463464,0.001691,0.047675,0.002379,0.038556,0.000951,0.147241,0.000593,0.550783,0.000463,0.2,0.0
learned_contact_classifier,nominal,1,80,0.585417,0.040675,0.62242,0.040575,0.465308,0.001617,0.223623,0.003192,0.064715,0.0022,0.055145,0.002578,0.029302,0.001878,0.041339,0.001949,0.030068,0.001854,0.043501,0.002187,0.464993,0.001972,0.047661,0.002331,0.038315,0.000954,0.146604,0.000598,0.550965,0.000523,0.202083,0.0
learned_contact_classifier,nominal,2,80,0.608333,0.040719,0.643855,0.040038,0.465313,0.001492,0.22423,0.0032,0.064594,0.002149,0.055388,0.002537,0.028638,0.002117,0.042123,0.001906,0.030453,0.001903,0.044899,0.002239,0.462279,0.001817,0.047641,0.002206,0.039077,0.001032,0.146914,0.000708,0.550792,0.000518,0.15,0.0
learned_contact_classifier,nominal,3,80,0.589583,0.0486,0.624843,0.047796,0.466381,0.00154,0.223556,0.003124,0.06412,0.002089,0.055361,0.002616,0.028601,0.00182,0.042467,0.00175,0.031062,0.001903,0.043055,0.002118,0.46433,0.001776,0.046937,0.002197,0.038153,0.000934,0.147084,0.000667,0.550838,0.000494,0.204167,0.0
learned_contact_classifier,nominal,4,80,0.620833,0.04025,0.65608,0.039263,0.467197,0.001638,0.223554,0.003042,0.064199,0.002071,0.056178,0.002486,0.028245,0.001881,0.042599,0.001907,0.030579,0.001847,0.044144,0.002041,0.464609,0.001758,0.047603,0.002084,0.037894,0.000939,0.14655,0.000596,0.550934,0.000526,0.152083,0.0
learned_contact_classifier,nominal,5,80,0.614583,0.048478,0.649948,0.047865,0.465297,0.001665,0.223709,0.003208,0.063697,0.002133,0.055797,0.002627,0.028684,0.001803,0.042015,0.002034,0.030156,0.001829,0.043601,0.002183,0.464594,0.001535,0.047047,0.002335,0.038202,0.001007,0.147224,0.000717,0.550959,0.000494,0.15,0.0
learned_contact_classifier,nominal,6,80,0.597917,0.043368,0.634403,0.042972,0.466139,0.001427,0.222945,0.003168,0.065225,0.002094,0.05503,0.002598,0.029069,0.00186,0.042067,0.00191,0.030152,0.001811,0.044269,0.002359,0.464212,0.001915,0.047556,0.002139,0.038541,0.000873,0.146868,0.000633,0.550874,0.000517,0.172917,0.0
learned_contact_classifier,nominal,7,80,0.633333,0.040844,0.668962,0.040093,0.464133,0.001566,0.222769,0.002977,0.064553,0.002198,0.055177,0.002494,0.029004,0.001989,0.041423,0.001893,0.03059,0.001895,0.044554,0.002129,0.464413,0.001759,0.047273,0.002149,0.037974,0.000958,0.147137,0.000662,0.550925,0.000514,0.13125,0.0
learned_contact_classifier,nominal,8,80,0.614583,0.042542,0.649042,0.041165,0.464782,0.001564,0.223462,0.002947,0.064005,0.00206,0.055915,0.002567,0.028449,0.00184,0.042557,0.002108,0.030865,0.001988,0.044021,0.002248,0.463412,0.001781,0.04757,0.002159,0.038154,0.000806,0.146825,0.000584,0.550812,0.000535,0.16875,0.0
learned_contact_classifier,nominal,9,80,0.616667,0.040008,0.652258,0.039124,0.466103,0.001611,0.223514,0.003115,0.06417,0.002175,0.056397,0.002631,0.028987,0.001993,0.041998,0.002035,0.030501,0.001745,0.043538,0.00219,0.464609,0.001664,0.047356,0.002275,0.038044,0.000877,0.147354,0.000701,0.550889,0.000539,0.160417,0.0
learned_contact_classifier,seen_contact_shift,0,80,0.654167,0.045303,0.677798,0.044482,0.447393,0.001601,0.232738,0.003715,0.078542,0.002876,0.067171,0.00337,0.033879,0.002457,0.048168,0.002384,0.044937,0.002139,0.04773,0.002389,0.438846,0.001592,0.056822,0.002802,0.052284,0.001011,0.155867,0.000642,0.524437,0.000651,0.079167,0.0
learned_contact_classifier,seen_contact_shift,1,80,0.597917,0.049204,0.622742,0.048523,0.448273,0.001577,0.232152,0.003637,0.077563,0.002823,0.066913,0.003621,0.033691,0.00224,0.047894,0.002232,0.044701,0.001969,0.047443,0.002303,0.43942,0.001924,0.056779,0.002698,0.052037,0.000887,0.155522,0.000703,0.524546,0.000614,0.191667,0.0
learned_contact_classifier,seen_contact_shift,2,80,0.5875,0.047201,0.612144,0.046325,0.446117,0.001465,0.232547,0.003506,0.07752,0.002737,0.066036,0.003384,0.033882,0.002364,0.048311,0.002308,0.04433,0.002009,0.04807,0.002419,0.437595,0.001684,0.055864,0.002592,0.051863,0.000892,0.155682,0.000688,0.524396,0.000613,0.189583,0.0
learned_contact_classifier,seen_contact_shift,3,80,0.591667,0.046453,0.617375,0.046163,0.447869,0.001676,0.232778,0.003597,0.078164,0.002761,0.066242,0.003353,0.033938,0.00223,0.048412,0.002214,0.044541,0.002079,0.048775,0.00253,0.438213,0.00169,0.056197,0.002918,0.05191,0.000906,0.156285,0.000615,0.524398,0.000612,0.129167,0.0
learned_contact_classifier,seen_contact_shift,4,80,0.53125,0.040717,0.557085,0.040412,0.446739,0.001535,0.232221,0.003491,0.076869,0.002929,0.066625,0.003556,0.034618,0.002471,0.048407,0.002282,0.045159,0.002031,0.047877,0.002271,0.438408,0.001716,0.055909,0.002824,0.052501,0.000971,0.155858,0.000666,0.524258,0.000654,0.225,0.0
learned_contact_classifier,seen_contact_shift,5,80,0.58125,0.042701,0.607493,0.042569,0.448053,0.001553,0.231661,0.003895,0.077852,0.002812,0.066842,0.003288,0.034993,0.002486,0.048319,0.002176,0.044198,0.002006,0.048257,0.002343,0.4382,0.001705,0.056273,0.002619,0.051675,0.00103,0.155773,0.000612,0.524275,0.00063,0.172917,0.0
learned_contact_classifier,seen_contact_shift,6,80,0.585417,0.046122,0.61125,0.046052,0.447226,0.001614,0.232325,0.00362,0.077231,0.002827,0.066086,0.003277,0.034422,0.002106,0.048062,0.002384,0.044674,0.002012,0.047863,0.002222,0.437499,0.001529,0.055207,0.002761,0.051828,0.000902,0.155693,0.000653,0.524306,0.000591,0.179167,0.0
learned_contact_classifier,seen_contact_shift,7,80,0.583333,0.044636,0.609441,0.044325,0.448588,0.00139,0.232138,0.003719,0.077185,0.002796,0.066431,0.003379,0.034489,0.002312,0.046995,0.002123,0.04428,0.002159,0.048419,0.002284,0.439452,0.00164,0.055982,0.002729,0.052212,0.000813,0.155613,0.000654,0.524552,0.000635,0.19375,0.0
learned_contact_classifier,seen_contact_shift,8,80,0.589583,0.041882,0.615442,0.041405,0.448435,0.001606,0.231618,0.003662,0.077326,0.00293,0.065388,0.003156,0.034673,0.002261,0.047496,0.002409,0.044037,0.002106,0.049218,0.002292,0.437575,0.001537,0.055189,0.002674,0.052317,0.000944,0.1554,0.000677,0.524381,0.000619,0.147917,0.0
learned_contact_classifier,seen_contact_shift,9,80,0.604167,0.044778,0.629192,0.044148,0.446864,0.001592,0.231814,0.003467,0.077434,0.002966,0.067423,0.003377,0.034349,0.002317,0.047654,0.002215,0.044653,0.002114,0.048197,0.002424,0.437759,0.001876,0.055994,0.002846,0.05178,0.001061,0.156032,0.000597,0.524376,0.000616,0.108333,0.0
learned_contact_classifier,unseen_geometry,0,80,0.539583,0.046939,0.558887,0.046735,0.437485,0.001483,0.239986,0.00392,0.086978,0.003485,0.075871,0.00398,0.037337,0.002416,0.052879,0.002811,0.049227,0.002189,0.051884,0.00255,0.42339,0.00177,0.060731,0.003204,0.05913,0.00092,0.160197,0.000607,0.510977,0.000683,0.2125,0.0
learned_contact_classifier,unseen_geometry,1,80,0.535417,0.045644,0.55531,0.045811,0.438153,0.001482,0.239741,0.004077,0.08645,0.003375,0.076758,0.004235,0.038326,0.002516,0.053354,0.002815,0.049286,0.002331,0.050685,0.002453,0.424235,0.001754,0.061307,0.003147,0.059237,0.000862,0.160264,0.000659,0.510827,0.000713,0.1875,0.0
learned_contact_classifier,unseen_geometry,2,80,0.5625,0.045526,0.582057,0.045315,0.438073,0.001536,0.24048,0.004151,0.085641,0.003592,0.07623,0.004298,0.038749,0.002448,0.052849,0.002746,0.048782,0.00206,0.051345,0.002545,0.422264,0.001478,0.061254,0.00301,0.059131,0.000844,0.1605,0.000579,0.510736,0.000681,0.152083,0.0
learned_contact_classifier,unseen_geometry,3,80,0.579167,0.043864,0.598703,0.04393,0.436988,0.001541,0.241018,0.004241,0.087096,0.00328,0.076738,0.004216,0.038064,0.00271,0.053197,0.002695,0.049061,0.002261,0.051156,0.002444,0.423099,0.002007,0.060943,0.003167,0.059374,0.000978,0.160311,0.000642,0.510832,0.000698,0.152083,0.0
learned_contact_classifier,unseen_geometry,4,80,0.547917,0.039066,0.567915,0.038826,0.438081,0.001771,0.241016,0.004089,0.086321,0.003531,0.076868,0.004336,0.038368,0.002385,0.053122,0.002699,0.04815,0.002229,0.051043,0.002634,0.424148,0.0017,0.060803,0.003188,0.059194,0.001048,0.160565,0.000602,0.510929,0.000683,0.191667,0.0
learned_contact_classifier,unseen_geometry,5,80,0.541667,0.041703,0.561723,0.041471,0.437302,0.001559,0.242096,0.004263,0.086489,0.003404,0.076562,0.004346,0.038144,0.002478,0.052575,0.002698,0.048324,0.002071,0.051382,0.002507,0.424447,0.001798,0.06142,0.003009,0.058694,0.000883,0.160549,0.000681,0.511022,0.000683,0.21875,0.0
learned_contact_classifier,unseen_geometry,6,80,0.554167,0.044551,0.574487,0.044714,0.438398,0.001692,0.240287,0.004474,0.086809,0.003303,0.076782,0.004189,0.037495,0.002503,0.05309,0.002642,0.049046,0.002066,0.051371,0.002557,0.423226,0.001702,0.06034,0.003026,0.058999,0.000952,0.160628,0.000722,0.510937,0.000659,0.214583,0.0
learned_contact_classifier,unseen_geometry,7,80,0.56875,0.04674,0.587845,0.046236,0.437221,0.00155,0.239017,0.004133,0.086417,0.003456,0.07646,0.004301,0.038387,0.002365,0.052932,0.002792,0.049247,0.002184,0.051967,0.002487,0.424799,0.002043,0.060434,0.003125,0.059253,0.001056,0.160526,0.00069,0.510897,0.000655,0.172917,0.0
learned_contact_classifier,unseen_geometry,8,80,0.539583,0.048006,0.559601,0.047908,0.438674,0.001476,0.240312,0.004201,0.086737,0.003614,0.075893,0.004213,0.038878,0.002604,0.05178,0.002721,0.048467,0.002156,0.051391,0.00252,0.424764,0.001927,0.061065,0.002912,0.058816,0.001032,0.160415,0.000673,0.510999,0.000696,0.189583,0.0
